x-axis,1,2
second,Volt,Volt
-10.00000E-06,+23.50753621E-03,-86.33165807E-03
-9.99000E-06,+19.48743575E-03,-208.44220952E-03
-9.98000E-06,+19.61306389E-03,-84.32160784E-03
-9.97000E-06,+15.59296343E-03,-99.39698456E-03
-9.96000E-06,+19.48743575E-03,-235.57788762E-03
-9.95000E-06,+19.61306389E-03,-95.87939666E-03
-9.94000E-06,+17.47738553E-03,-224.52261136E-03
-9.93000E-06,+19.61306389E-03,-104.92462269E-03
-9.92000E-06,+15.34170716E-03,-116.98492407E-03
-9.91000E-06,+15.59296343E-03,-251.65828946E-03
-9.90000E-06,+19.48743575E-03,-110.45226082E-03
-9.89000E-06,+15.46733530E-03,-214.97487277E-03
-9.88000E-06,+17.47738553E-03,-100.40200967E-03
-9.87000E-06,+11.57286298E-03,-115.47738640E-03
-9.86000E-06,+13.45728507E-03,-243.61808854E-03
-9.85000E-06,+15.59296343E-03,-110.45226082E-03
-9.84000E-06,+11.44723484E-03,-231.05527461E-03
-9.83000E-06,+15.59296343E-03,-129.04522545E-03
-9.82000E-06,+11.44723484E-03,-131.55778823E-03
-9.81000E-06,+9.56281275E-03,-253.16582713E-03
-9.80000E-06,+13.58291321E-03,-126.53266266E-03
-9.79000E-06,+9.56281275E-03,-229.04522438E-03
-9.78000E-06,+13.45728507E-03,-116.48241151E-03
-9.77000E-06,+7.55276252E-03,-129.54773800E-03
-9.76000E-06,+9.56281275E-03,-253.16582713E-03
-9.75000E-06,+11.57286298E-03,-126.53266266E-03
-9.74000E-06,+7.42713438E-03,-232.56281228E-03
-9.73000E-06,+13.45728507E-03,-140.60301427E-03
-9.72000E-06,+7.30150624E-03,-141.10552683E-03
-9.71000E-06,+9.43718461E-03,-253.16582713E-03
-9.70000E-06,+11.44723484E-03,-136.08040125E-03
-9.69000E-06,+7.55276252E-03,-231.05527461E-03
-9.68000E-06,+7.42713438E-03,-132.56281335E-03
-9.67000E-06,+3.53266206E-03,-139.59798915E-03
-9.66000E-06,+7.42713438E-03,-253.16582713E-03
-9.65000E-06,+7.55276252E-03,-142.61306450E-03
-9.64000E-06,+3.28140578E-03,-239.09547552E-03
-9.63000E-06,+5.54271229E-03,-161.20602912E-03
-9.62000E-06,+3.40703392E-03,-155.67839099E-03
-9.61000E-06,+3.40703392E-03,-255.17587736E-03
-9.60000E-06,+7.42713438E-03,-152.16080309E-03
-9.59000E-06,+1.39698369E-03,-232.56281228E-03
-9.58000E-06,+5.41708415E-03,-155.17587843E-03
-9.57000E-06,-487.43840E-06,-155.67839099E-03
