x-axis,2
second,Volt
-25.00000E-06,
-24.97500E-06,-1.07755777752E+00
-24.95000E-06,-1.07253265195E+00
-24.92500E-06,-1.07253265195E+00
-24.90000E-06,-1.07253265195E+00
-24.87500E-06,-1.05243214965E+00
-24.85000E-06,-1.03735677293E+00
-24.82500E-06,-1.01223114505E+00
-24.80000E-06,-1.01725627063E+00
-24.77500E-06,-1.02605024038E+00
-24.75000E-06,-992.13064276E-03
-24.72500E-06,-1.00594973809E+00
-24.70000E-06,-982.08039161E-03
-24.67500E-06,-985.84923579E-03
-24.65000E-06,-956.95476374E-03
-24.62500E-06,-931.82913586E-03
-24.60000E-06,-936.85426144E-03
-24.57500E-06,-916.75375914E-03
-24.55000E-06,-916.75375914E-03
-24.52500E-06,-885.34672430E-03
-24.50000E-06,-896.65325684E-03
-24.47500E-06,-891.62813127E-03
-24.45000E-06,-856.45225225E-03
-24.42500E-06,-851.42712668E-03
-24.40000E-06,-851.42712668E-03
-24.37500E-06,-845.14571971E-03
-24.35000E-06,-831.32662438E-03
-24.32500E-06,-845.14571971E-03
-24.30000E-06,-816.25124766E-03
-24.27500E-06,-804.94471511E-03
-24.25000E-06,-791.12561978E-03
-24.22500E-06,-784.84421282E-03
-24.20000E-06,-771.02511749E-03
-24.17500E-06,-771.02511749E-03
-24.15000E-06,-735.84923847E-03
-24.12500E-06,-750.92461519E-03
-24.10000E-06,-730.82411289E-03
-24.07500E-06,-724.54270592E-03
-24.05000E-06,-695.64823387E-03
-24.02500E-06,-690.62310830E-03
-24.00000E-06,-675.54773157E-03
-23.97500E-06,-655.44722928E-03
-23.95000E-06,-664.24119903E-03
-23.92500E-06,-650.42210370E-03
-23.90000E-06,-635.34672698E-03
-23.87500E-06,-639.11557116E-03
-23.85000E-06,-620.27135026E-03
-23.82500E-06,-610.22109911E-03
-23.80000E-06,-610.22109911E-03
-23.77500E-06,-603.93969214E-03
-23.75000E-06,-590.12059681E-03
-23.72500E-06,-570.02009451E-03
-23.70000E-06,-570.02009451E-03
-23.67500E-06,-570.02009451E-03
-23.65000E-06,-549.91959222E-03
-23.62500E-06,-529.81908992E-03
-23.60000E-06,-509.71858762E-03
-23.57500E-06,-509.71858762E-03
-23.55000E-06,-489.61808532E-03
-23.52500E-06,-489.61808532E-03
-23.50000E-06,-469.51758303E-03
-23.47500E-06,-454.44220630E-03
-23.45000E-06,-454.44220630E-03
-23.42500E-06,-449.41708073E-03
-23.40000E-06,-429.31657843E-03
-23.37500E-06,-414.24120171E-03
-23.35000E-06,-409.21607614E-03
-23.32500E-06,-402.93466917E-03
-23.30000E-06,-389.11557384E-03
-23.27500E-06,-389.11557384E-03
-23.25000E-06,-374.04019712E-03
-23.22500E-06,-348.91456924E-03
-23.20000E-06,-342.63316228E-03
-23.17500E-06,-333.83919252E-03
-23.15000E-06,-308.71356465E-03
-23.12500E-06,-322.53265998E-03
-23.10000E-06,-313.73869022E-03
-23.07500E-06,-288.61306235E-03
-23.05000E-06,-273.53768563E-03
-23.02500E-06,-268.51256005E-03
-23.00000E-06,-233.33668103E-03
-22.97500E-06,-248.41205776E-03
-22.95000E-06,-242.13065079E-03
-22.92500E-06,-248.41205776E-03
-22.90000E-06,-228.31155546E-03
-22.87500E-06,-222.03014849E-03
-22.85000E-06,-173.03517414E-03
-22.82500E-06,-181.82914390E-03
-22.80000E-06,-152.93467185E-03
-22.77500E-06,-161.72864160E-03
-22.75000E-06,-127.80904397E-03
-22.72500E-06,-141.62813930E-03
-22.70000E-06,-152.93467185E-03
-22.67500E-06,-107.70854168E-03
-22.65000E-06,-92.63316495E-03
-22.62500E-06,-81.32663241E-03
-22.60000E-06,-67.50753708E-03
-22.57500E-06,-52.43216036E-03
-22.55000E-06,-47.40703478E-03
-22.52500E-06,-61.22613011E-03
-22.50000E-06,-37.35678364E-03
-22.47500E-06,-27.30653249E-03
-22.45000E-06,+2.84422096E-03
-22.42500E-06,-924.62322E-06
-22.40000E-06,+27.96984883E-03
-22.37500E-06,+32.99497440E-03
-22.35000E-06,+32.99497440E-03
-22.32500E-06,+39.27638137E-03
-22.30000E-06,+53.09547670E-03
-22.27500E-06,+68.17085342E-03
-22.25000E-06,+98.32160687E-03
-22.22500E-06,+99.57788826E-03
-22.20000E-06,+113.39698359E-03
-22.17500E-06,+119.67839056E-03
-22.15000E-06,+124.70351614E-03
-22.12500E-06,+124.70351614E-03
-22.10000E-06,+163.64823934E-03
-22.07500E-06,+173.69849049E-03
-22.05000E-06,+188.77386721E-03
-22.02500E-06,+200.08039975E-03
-22.00000E-06,+213.89949508E-03
-21.97500E-06,+213.89949508E-03
-21.95000E-06,+233.99999738E-03
-21.92500E-06,+239.02512295E-03
-21.90000E-06,+233.99999738E-03
-21.87500E-06,+259.12562525E-03
-21.85000E-06,+267.91959500E-03
-21.82500E-06,+259.12562525E-03
