0.0	70526451.0
0.005	82528206.0
0.01	83418316.0
0.015	68674239.0
0.02	53361632.0
0.025	38367822.0
0.03	26915420.0
0.035	19737597.0
0.04	16596590.0
0.045	16702746.0
0.05	18023473.0
0.055	19139835.0
0.06	21009819.0
0.065	21740697.0
0.07	23451422.0
0.075	23712828.0
0.08	26334392.0
0.085	27583234.0
0.09	28998938.0
0.095	31372504.0
0.1	31467104.0
0.105	33323682.0
0.11	34603234.0
0.115	36566162.0
0.12	38300802.0
0.125	39168966.0
0.13	40913226.0
0.135	43508938.0
0.14	42863038.0
0.145	43944918.0
0.15	44906328.0
0.155	41966460.0
0.16	43204472.0
0.165	44959108.0
0.17	47086004.0
0.175	46776109.0
0.18	48722692.0
0.185	49659939.0
0.19	52073093.0
0.195	52721705.0
0.2	50958762.0
0.205	48800065.0
0.21	45573273.0
0.215	42994042.0
0.22	35073764.0
0.225	28318080.0
0.23	18753696.0
0.235	10725718.0
0.24	6429845.0
0.245	4144902.0
0.25	4100400.0
0.255	4600384.0
0.26	4978300.0
0.265	4692198.0
0.27	3887724.0
0.275	2818704.0
0.28	1767459.0
0.285	1115911.0
0.29	962959.0
0.295	1163617.0
0.3	1550662.0
0.305	1843506.0
0.31	1833677.0
0.315	1645544.0
0.32	1251765.0
0.325	845250.0
0.33	528425.0
0.335	373662.0
0.34	430764.0
0.345	586670.0
0.35	759835.0
0.355	866415.0
0.36	851646.0
0.365	728849.0
0.37	545967.0
0.375	358655.0
0.38	232627.0
0.385	192958.0
0.39	229606.0
0.395	317492.0
0.4	408307.0
0.405	458972.0
0.41	456942.0
0.415	388236.0
0.42	300318.0
0.425	200795.0
0.43	131464.0
0.435	108583.0
0.44	125583.0
0.445	173648.0
0.45	228184.0
0.455	261015.0
0.46	262771.0
0.465	235638.0
0.47	185243.0
0.475	130094.0
0.48	86425.0
0.485	67592.0
0.49	73091.0
0.495	97967.0
0.5	127637.0
0.505	152676.0
0.51	162030.0
0.515	151254.0
0.52	126603.0
0.525	92773.0
0.53	64583.0
0.535	43334.0
0.54	42582.0
0.545	53637.0
0.55	72257.0
0.555	89200.0
0.56	99176.0
0.565	97633.0
0.57	85549.0
0.575	66423.0
0.58	46541.0
0.585	32893.0
0.59	27550.0
0.595	31980.0
0.6	42184.0
0.605	54070.0
0.61	63712.0
0.615	66172.0
0.62	60950.0
0.625	50308.0
0.63	37324.0
0.635	26017.0
0.64	20048.0
0.645	19720.0
0.65	25252.0
0.655	33247.0
0.66	40888.0
0.665	45202.0
0.67	44037.0
0.675	38707.0
0.68	30698.0
0.685	21986.0
0.69	15915.0
0.695	13628.0
0.7	15728.0
0.705	20375.0
0.71	25960.0
0.715	30339.0
0.72	31885.0
0.725	30021.0
0.73	25102.0
0.735	18802.0
0.74	13563.0
0.745	10466.0
0.75	9989.0
0.755	12387.0
0.76	16197.0
0.765	20091.0
0.77	22542.0
0.775	22205.0
0.78	20041.0
0.785	16261.0
0.79	11904.0
0.795	8875.0
0.8	7284.0
0.805	7996.0
0.81	10279.0
0.815	12783.0
0.82	15520.0
0.825	16582.0
0.83	16035.0
0.835	13882.0
0.84	10874.0
0.845	8100.0
0.85	5954.0
0.855	5559.0
0.86	6380.0
0.865	8157.0
0.87	10343.0
0.875	11880.0
0.88	12408.0
0.885	11380.0
0.89	9572.0
0.895	7394.0
0.9	5536.0
0.905	4321.0
0.91	4178.0
0.915	5217.0
0.92	6893.0
0.925	8095.0
0.93	9101.0
0.935	8977.0
0.94	8125.0
0.945	6803.0
0.95	5161.0
0.955	3814.0
0.96	3215.0
0.965	3539.0
0.97	4266.0
0.975	5390.0
0.98	6352.0
0.985	6934.0
0.99	6727.0
0.995	5924.0
1.0	4857.0
1.005	3610.0
1.01	2782.0
1.015	2429.0
1.02	2726.0
1.025	3499.0
1.03	4398.0
1.035	5008.0
1.04	5182.0
1.045	5160.0
1.05	4263.0
1.055	3462.0
1.06	2586.0
1.065	2042.0
1.07	2076.0
1.075	2350.0
1.08	2890.0
1.085	3682.0
1.09	3943.0
1.095	4086.0
1.1	3697.0
1.105	3134.0
1.11	2448.0
1.115	1859.0
1.12	1523.0
1.125	1660.0
1.13	1963.0
1.135	2313.0
1.14	2868.0
1.145	3205.0
1.15	3217.0
1.155	2925.0
1.16	2344.0
1.165	1790.0
1.17	1397.0
1.175	1311.0
1.18	1263.0
1.185	1593.0
1.19	2018.0
1.195	2247.0
1.2	2468.0
1.205	2412.0
1.21	2178.0
1.215	1703.0
1.22	1326.0
1.225	1048.0
1.23	997.0
1.235	1072.0
1.24	1338.0
1.245	1658.0
1.25	1893.0
1.255	2039.0
1.26	1956.0
1.265	1575.0
1.27	1224.0
1.275	970.0
1.28	829.0
1.285	810.0
1.29	900.0
1.295	1175.0
1.3	1385.0
1.305	1494.0
1.31	1591.0
1.315	1472.0
1.32	1248.0
1.325	1025.0
1.33	749.0
1.335	688.0
1.34	677.0
1.345	780.0
1.35	921.0
1.355	1122.0
1.36	1261.0
1.365	1154.0
1.37	1146.0
1.375	927.0
1.38	742.0
1.385	584.0
1.39	530.0
1.395	588.0
1.4	662.0
1.405	760.0
1.41	928.0
1.415	1011.0
1.42	959.0
1.425	832.0
1.43	718.0
1.435	554.0
1.44	501.0
1.445	416.0
1.45	484.0
1.455	588.0
1.46	685.0
1.465	757.0
1.47	828.0
1.475	764.0
1.48	675.0
1.485	566.0
1.49	425.0
1.495	371.0
1.5	366.0
1.505	415.0
1.51	484.0
1.515	602.0
1.52	632.0
1.525	625.0
1.53	610.0
1.535	502.0
1.54	437.0
1.545	350.0
1.55	292.0
1.555	291.0
1.56	318.0
1.565	386.0
1.57	494.0
1.575	495.0
1.58	540.0
1.585	441.0
1.59	422.0
1.595	307.0
1.6	290.0
1.605	235.0
1.61	249.0
1.615	288.0
1.62	308.0
1.625	394.0
1.63	438.0
1.635	477.0
1.64	405.0
1.645	325.0
1.65	277.0
1.655	224.0
1.66	190.0
1.665	179.0
1.67	256.0
1.675	314.0
1.68	335.0
1.685	359.0
1.69	318.0
1.695	302.0
1.7	247.0
1.705	217.0
1.71	183.0
1.715	175.0
1.72	179.0
1.725	208.0
1.73	261.0
1.735	274.0
1.74	266.0
1.745	269.0
1.75	232.0
1.755	212.0
1.76	153.0
1.765	112.0
1.77	135.0
1.775	148.0
1.78	166.0
1.785	179.0
1.79	226.0
1.795	234.0
1.8	213.0
1.805	177.0
1.81	165.0
1.815	110.0
1.82	131.0
1.825	127.0
1.83	126.0
1.835	167.0
1.84	186.0
1.845	192.0
1.85	206.0
1.855	139.0
1.86	138.0
1.865	94.0
1.87	99.0
1.875	93.0
1.88	110.0
1.885	128.0
1.89	117.0
1.895	148.0
1.9	165.0
1.905	139.0
1.91	129.0
1.915	131.0
1.92	96.0
1.925	89.0
1.93	89.0
1.935	100.0
1.94	85.0
1.945	124.0
1.95	120.0
1.955	125.0
1.96	112.0
1.965	132.0
1.97	81.0
1.975	75.0
1.98	88.0
1.985	81.0
1.99	79.0
1.995	82.0
2.0	111.0
2.005	96.0
2.01	113.0
2.015	97.0
2.02	95.0
2.025	75.0
2.03	75.0
2.035	75.0
2.04	67.0
2.045	61.0
2.05	97.0
2.055	103.0
2.06	93.0
2.065	106.0
2.07	67.0
2.075	62.0
2.08	72.0
2.085	59.0
2.09	45.0
2.095	46.0
2.1	75.0
2.105	54.0
2.11	73.0
2.115	66.0
2.12	67.0
2.125	73.0
2.13	71.0
2.135	51.0
2.14	47.0
2.145	42.0
2.15	38.0
2.155	38.0
2.16	52.0
2.165	50.0
2.17	77.0
2.175	54.0
2.18	67.0
2.185	45.0
2.19	42.0
2.195	40.0
2.2	21.0
2.205	25.0
2.21	37.0
2.215	47.0
2.22	48.0
2.225	50.0
2.23	64.0
2.235	45.0
2.24	42.0
2.245	50.0
2.25	27.0
2.255	35.0
2.26	37.0
2.265	39.0
2.27	55.0
2.275	55.0
2.28	48.0
2.285	45.0
2.29	33.0
2.295	30.0
2.3	28.0
2.305	33.0
2.31	12.0
2.315	30.0
2.32	37.0
2.325	42.0
2.33	25.0
2.335	41.0
2.34	28.0
2.345	42.0
2.35	34.0
2.355	13.0
2.36	20.0
2.365	25.0
2.37	27.0
2.375	37.0
2.38	39.0
2.385	25.0
2.39	39.0
2.395	33.0
2.4	24.0
2.405	22.0
2.41	13.0
2.415	22.0
2.42	15.0
2.425	30.0
2.43	27.0
2.435	25.0
2.44	39.0
2.445	30.0
2.45	21.0
2.455	14.0
2.46	25.0
2.465	20.0
2.47	20.0
2.475	15.0
2.48	15.0
2.485	33.0
2.49	25.0
2.495	26.0
2.5	17.0
