x-axis,1,2
second,Volt,Volt
-25.00000E-06,,
-24.97500E-06,+12.40276371E-03,+14.57625540E-03
-24.95000E-06,+22.37763797E-03,+15.20439610E-03
-24.92500E-06,+13.23190943E-03,+15.20439610E-03
-24.90000E-06,+12.25200994E-03,+15.05364233E-03
-24.87500E-06,+13.20678380E-03,+14.80238605E-03
-24.85000E-06,+23.35753746E-03,+15.45565238E-03
-24.82500E-06,+13.40778882E-03,+15.20439610E-03
-24.80000E-06,+12.15150743E-03,+15.45565238E-03
-24.77500E-06,+14.89020087E-03,+14.97826545E-03
-24.75000E-06,+24.01080378E-03,+15.55615489E-03
-24.72500E-06,+14.03592952E-03,+15.45565238E-03
-24.70000E-06,+11.52336673E-03,+15.60640614E-03
-24.67500E-06,+16.24698477E-03,+15.38027549E-03
-24.65000E-06,+25.06608015E-03,+16.00841619E-03
-24.62500E-06,+14.76457273E-03,+16.00841619E-03
-24.60000E-06,+11.97562803E-03,+15.85766242E-03
-24.57500E-06,+17.05100486E-03,+15.60640614E-03
-24.55000E-06,+25.39271332E-03,+16.41042624E-03
-24.52500E-06,+15.41783905E-03,+16.36017498E-03
-24.50000E-06,+12.05100492E-03,+16.00841619E-03
-24.47500E-06,+18.25703500E-03,+16.25967247E-03
-24.45000E-06,+26.19673341E-03,+16.81243628E-03
-24.42500E-06,+14.86507524E-03,+16.18429559E-03
-24.40000E-06,+12.30226120E-03,+16.18429559E-03
-24.37500E-06,+19.86507518E-03,+16.00841619E-03
-24.35000E-06,+26.37261280E-03,+17.21444633E-03
-24.32500E-06,+15.44296468E-03,+16.58630563E-03
-24.30000E-06,+12.45301496E-03,+16.58630563E-03
-24.27500E-06,+20.84497467E-03,+16.41042624E-03
-24.25000E-06,+26.29723592E-03,+17.21444633E-03
-24.22500E-06,+15.36758780E-03,+16.81243628E-03
-24.20000E-06,+12.70427124E-03,+16.98831568E-03
-24.17500E-06,+21.87512541E-03,+16.66168252E-03
-24.15000E-06,+25.89522587E-03,+17.06369256E-03
-24.12500E-06,+15.14145714E-03,+16.98831568E-03
-24.10000E-06,+12.30226120E-03,+17.21444633E-03
-24.07500E-06,+22.55351737E-03,+16.66168252E-03
-24.05000E-06,+25.41783894E-03,+17.21444633E-03
-24.02500E-06,+14.66407022E-03,+17.61645637E-03
-24.00000E-06,+12.45301496E-03,+17.21444633E-03
-23.97500E-06,+22.77964802E-03,+16.66168252E-03
-23.95000E-06,+25.19170829E-03,+17.56620512E-03
-23.92500E-06,+14.26206017E-03,+17.39032572E-03
